"","APPL_ID"
"1628","S000566"
"1629","A027361"
"1630","C000789"
"1631","C001592"
"1632","A025479"
"1633","A026107"
"1634","A005647"
"1635","A022322"
"1636","S001872"
"1637","S004227"
"1638","A013180"
"1639","A018530"
"1640","A013181"
"1641","A018824"
"1642","S000577"
"1643","A014174"
"1644","A018594"
"1645","A013088"
"1646","A018820"
"1647","C002693"
"1648","C002622"
"1649","C001587"
"1650","C000888"
"1651","S009316"
"1652","S004455"
"1653","C003066"
"1654","S004228"
"1655","S000039"
"1656","C003896"
"1657","A010194"
"1658","S010842"
"1659","A003769"
"1660","A003769"
"1661","A025049"
"1662","C000237"
"1663","A016099"
"1664","A015698"
"1665","C002240"
"1666","A015895"
"1667","C000524"
"1668","S008197"
"1669","A029835"
"1670","A027946"
"1671","A029855"
"1672","S013425"
"1673","S013273"
"1674","C003604"
"1675","A027845"
"1676","S009479"
"1677","S014134"
"1678","A018498"
"1679","C001264"
"1680","C005533"
"1681","C003421"
"1682","A022739"
"1683","S005708"
"1684","A017823"
"1685","A007952"
"1686","A027852"
"1687","A027853"
"1688","A026428"
"1689","A026280"
"1690","C003216"
"1691","S013266"
"1692","A017265B"
"1693","A029385"
"1694","A022451"
"1695","A018389"
"1696","A028812"
"1697","A015568"
"1698","D030993R"
"1699","A025392"
"1700","A024901"
"1701","S002300"
"1702","C000852"
"1703","S002298"
"1704","A002957"
"1705","A019080"
"1706","A002956"
"1707","A002956"
"1708","C000032"
"1709","C000031"
"1710","C001722"
"1711","C000953"
"1712","C004570"
"1713","A002950"
"1714","A017653"
"1715","A014618"
"1716","A010639"
"1717","A020615"
"1718","A020495"
"1719","S008125"
"1720","A015761"
"1721","A005155"
"1722","A004274"
"1723","A030131"
"1724","A028812"
"1725","A002949"
"1726","S002299"
"1727","A002954"
"1728","A030269"
"1729","A017475"
"1730","A017685"
"1731","A018311"
"1732","A018482"
"1733","C000866"
"1734","S014118"
"1735","A014907"
"1736","A015202"
"1737","A017488"
"1738","A029857"
"1739","A011412"
"1740","A004161"
"1741","A014891"
"1742","S006295"
"1743","A017753"
"1744","A002958"
"1745","A002958"
"1746","S010860"
"1747","C005419"
"1748","A012482"
"1749","S014994"
"1750","A005648"
"1751","A015362"
"1752","S000626"
"1753","D031106R"
"1754","S000662"
"1755","D031106R"
"1756","D031107R"
"1757","S000503"
"1758","C001760"
"1759","A022684"
"1760","S009498"
"1761","A025474"
"1762","A014338"
"1763","A024681"
"1764","A018215"
"1765","A025454B"
"1766","S005233"
"1767","C000839"
"1768","A010193"
"1769","A020698"
"1770","A017493"
"1771","C000827"
"1772","C001600"
"1773","S009504"
"1774","A018404"
"1775","S009427"
"1776","A016641"
"1777","A016157"
"1778","S013503"
"1779","S009422"
"1780","A017491"
"1781","A017488"
"1782","A017493"
"1783","A017488"
"1784","A014724"
"1785","A020698"
"1786","A017493"
"1787","A018527"
"1788","C004586"
"1789","A020698"
"1790","A017493"
"1791","A018527"
"1792","A017487"
"1793","A017487"
"1794","A017664"
"1795","C000941"
"1796","A028623"
"1797","A027593"
"1798","S000567"
"1799","S011312"
"1800","S000985"
"1801","S010400"
"1802","A020318"
"1803","S001578"
"1804","A019317C"
"1805","A022930"
"1806","A025206"
"1807","S013141"
"1808","A026821"
"1809","C001561"
"1810","S014915"
"1811","A029028"
"1812","A018507"
"1813","A018135"
"1814","D031634R"
"1815","A029863"
"1816","C005337"
"1817","A023491"
"1818","C000835"
"1819","A013156"
"1820","A004768"
"1821","A015201"
"1822","A005128"
"1823","A021605"
"1824","A023721"
"1825","C005541"
"1826","C000509"
"1827","A020008"
"1828","A013931"
"1829","A016432"
"1830","A006430A"
"1831","S009596"
"1832","A028924"
"1833","A015698"
"1834","A025336"
"1835","A028521"
"1836","A028521"
"1837","C000532"
"1838","A028521"
"1839","A018701"
"1840","S000982"
"1841","A014100"
"1842","A003769"
"1843","C000505"
"1844","A025292"
"1845","A016795"
"1846","C002623"
"1847","S000249"
"1848","C005729"
"1849","C000869"
"1850","A013148"
"1851","A012566"
"1852","A003769"
"1853","C002233"
"1854","C000833"
"1855","A025482"
"1856","A006145"
"1857","A015598"
"1858","C005222"
"1859","A005648C08"
"1860","A025450"
"1861","D031107R"
"1862","A027166"
"1863","A010531"
"1864","S002066"
"1865","S001868"
"1866","S008037"
"1867","S000313"
"1868","A030681"
"1869","A030682"
"1870","A016089"
"1871","A025227"
"1872","A004400"
"1873","A011792A"
"1874","A018246"
"1875","A005648C11"
"1876","A030422"
"1877","A012572"
"1878","A002952"
"1879","A030268"
"1880","A002952"
"1881","A029061"
"1882","A030267"
"1883","A029112"
"1884","S009968"
"1885","A012449"
"1886","A021243"
"1887","A023577"
"1888","A025045"
"1889","A002955"
"1890","A002955"
"1891","A016002"
"1892","A004943"
"1893","A021243"
"1894","C005274"
"1895","A009366"
"1896","A011364"
"1897","A026386"
"1898","A020245"
"1899","A000301"
"1900","A005155"
"1901","A004110"
"1902","A022638"
"1903","A026674"
"1904","A017488"
"1905","A001666"
"1906","A004100"
"1907","A004945"
"1908","A029061"
"1909","D031069R"
"1910","A015764"
"1911","A005628"
"1912","A015374"
"1913","C001588"
"1914","S010718"
"1915","A027054"
"1916","A015601"
"1917","A017006"
"1918","A025752"
"1919","A025059"
"1920","C005235"
"1921","A019229"
"1922","C004732"
"1923","A026822"
"1924","S005717"
"1925","A031560"
"1926","C000924"
"1927","S000498"
"1928","C001260"
"1929","D030347R"
"1930","C000934"
"1931","A025120"
"1932","A027054"
"1933","A014381"
"1934","S013716"
"1935","A026196"
"1936","S009502"
"1937","A025450"
"1938","A023149"
"1939","A026685"
"1940","S003066"
"1941","A017483"
"1942","A017482"
"1943","S005253"
"1944","S000990"
"1945","S000795"
"1946","A018765"
"1947","A022322"
"1948","XC000942"
"1949","C000901"
"1950","C000940"
"1951","C001554"
"1952","A025837"
"1953","A024809"
"1954","A005648"
"1955","C004797"
"1956","C002671"
"1957","A017491"
"1958","S009017"
"1959","S010720"
"1960","C000503"
"1961","A025050"
"1962","C002411"
"1963","C005336"
"1964","A016156"
"1965","A016158"
"1966","C002672"
"1967","S014858"
"1968","A001666"
"1969","A004100"
"1970","A030539"
"1971","A029724"
"1972","C002864"
"1973","C000067"
"1974","A022000"
"1975","A020595"
"1976","A008489B"
"1977","A003914"
"1978","A025862"
"1979","S015085"
"1980","C001562"
"1981","A030851"
"1982","A025614"
"1983","A025496"
"1984","S014158"
"1985","A024798"
"1986","A031549"
"1987","A004100"
"1988","A001666"
"1989","A001666"
"1990","C001947"
"1991","A020681"
"1992","C002413"
"1993","A011792A"
"1994","A022978"
"1995","C004153"
"1996","A016164"
"1997","A015074"
"1998","A009824"
"1999","A024195"
"2000","A012286"
"2001","A017515"
"2002","A017514"
"2003","C005730"
"2004","A014598"
"2005","C002498"
"2006","A017722"
"2007","D031628R"
"2008","A022346"
"2009","A029835"
"2010","S001898"
"2011","A023823"
"2012","A024663"
"2013","A026400"
"2014","A018866"
"2015","A027973"
"2016","C003663"
"2017","A020539"
"2018","A017605"
"2019","A022584"
"2020","A015236"
"2021","S015262"
"2022","S000302"
"2023","S000304"
"2024","A005648C07"
"2025","A025143"
"2026","C000837"
"2027","S009444"
"2028","A025475"
"2029","C002008"
"2030","S014409"
"2031","S009961"
"2032","A011792A"
"2033","A020515"
"2034","S002859"
"2035","S014376"
"2036","A019484"
"2037","A019483"
"2038","A024664"
"2039","A013053"
"2040","A026322"
"2041","A017557"
"2042","A022736"
"2043","A029882"
"2044","A029892"
"2045","A026783"
"2046","S000977"
"2047","A024387"
"2048","S010933"
"2049","S011040"
"2050","A017815"
"2051","C003212"
"2052","A024070"
"2053","S014252"
"2054","S001605"
"2055","A027039"
"2056","S007679"
"2057","A016142"
"2058","A030538"
"2059","L031169"
"2060","A030538"
"2061","C000618"
"2062","A008338"
"2063","A018596"
"2064","A016450"
"2065","C001517"
"2066","S000441"
"2067","A020539"
"2068","A003613"
"2069","S000257"
"2070","A009363"
"2071","A017376"
"2072","A009364"
"2073","A016767"
"2074","A013370"
"2075","A017374"
"2076","A015375"
"2077","A009368"
"2078","A021542"
"2079","C000143"
"2080","A014445"
"2081","A014443"
"2082","A006587"
"2083","A006587"
"2084","A006587"
"2085","A014443"
"2086","A006587"
"2087","A005630"
"2088","A014443"
"2089","A025053"
"2090","A013817"
"2091","A028101"
"2092","C005278"
"2093","A014907"
"2094","A025190"
"2095","A025190"
"2096","A013733"
"2097","A013732"
"2098","A004945"
"2099","A025382"
"2100","C002372"
"2101","A004979"
"2102","S009023"
"2103","A015094"
"2104","A017480"
"2105","A005120"
"2106","A006877B"
"2107","A006877A"
"2108","S000137"
"2109","A010864"
"2110","A013334"
"2111","A013333"
"2112","A000405"
"2113","A017895"
"2114","A002286"
"2115","A004991"
"2116","A004991"
"2117","A029133"
"2118","A016345A"
"2119","A004942"
"2120","A004537"
"2121","S010736"
"2122","S009423"
"2123","A002328"
"2124","C002376"
"2125","A011104"
"2126","A012717A"
"2127","A012717B"
"2128","A020245"
"2129","A012795A"
"2130","A028482"
"2131","A019989"
"2132","C005833"
"2133","A003990"
"2134","A029474"
"2135","A029474"
"2136","A004099"
"2137","A018496"
"2138","C001349"
"2139","C003870"
"2140","C000065"
"2141","A018504"
"2142","F006726S"
"2143","A031264"
"2144","A023080"
"2145","C003286"
"2146","A029863"
"2147","A017191"
"2148","C001102"
"2149","A029863"
"2150","S010332"
"2151","A029863"
"2152","S013986"
"2153","S000401"
"2154","S013715"
"2155","A003613"
"2156","A014907"
"2157","A017664"
"2158","A017493"
"2159","A018527"
"2160","C001552"
"2161","S012859"
"2162","A003213C"
"2163","C001518"
"2164","C005223"
"2165","A016168"
"2166","S015086"
"2167","C000926"
"2168","A025532"
"2169","C000083"
"2170","A023110"
"2171","A018135"
"2172","A015618"
"2173","S015725"
"2174","A017191"
"2175","S009494"
"2176","A020799"
"2177","S000133"
"2178","C002617"
"2179","S010763"
"2180","S000314"
"2181","A025661"
"2182","L031624"
"2183","A005648C"
"2184","A020680"
"2185","A020680"
"2186","C001945"
"2187","A016993"
"2188","C000507"
"2189","C000071"
"2190","A026358"
"2191","C000076"
"2192","S000583"
"2193","A018510"
"2194","C004061"
"2195","A002681B"
"2196","C002409"
"2197","A005648C05"
"2198","A002681C"
"2199","C001594"
"2200","A014521"
"2201","A025477"
"2202","S000250"
"2203","A017433"
"2204","A027555"
"2205","A019508"
"2206","A027555"
"2207","C001589"
"2208","S008940"
"2209","S001864"
"2210","A014724"
"2211","C000825"
"2212","C005544"
"2213","A029236"
"2214","A003821"
"2215","A014592"
"2216","A005648C07"
"2217","A011268B02"
"2218","A011268B01"
"2219","A017468A"
"2220","S006291"
"2221","A006430B"
"2222","C005304"
"2223","A012648"
"2224","A012241"
"2225","A011810"
"2226","A022103"
"2227","A005092"
"2228","S000772"
"2229","A005648C14"
"2230","A025901"
"2231","A014295"
"2232","S014702"
"2233","S015011"
"2234","A014295"
"2235","A007474"
"2236","A006315"
"2237","A003518"
"2238","A003905"
"2239","A017567"
"2240","S008881"
"2241","A004432"
"2242","C002620"
"2243","A018442"
"2244","S002068"
"2245","A015597"
"2246","C001560"
"2247","C001757"
"2248","A016883"
"2249","A006738"
"2250","C002690"
"2251","A025266"
"2252","C005340"
"2253","A025907"
"2254","S000624"
"2255","A003996"
"2256","S001051"
"2257","S001525"
"2258","A029835"
"2259","A012842"
"2260","A013156"
"2261","A005957"
"2262","A025056"
"2263","S001023"
"2264","S002887"
"2265","A008338"
"2266","C000756"
"2267","A029066"
"2268","A005121"
"2269","A009170"
"2270","S013812"
"2271","A016345"
"2272","A004209"
"2273","A005063"
"2274","A017668"
"2275","S015250"
"2276","A005648C14"
"2277","S000393"
"2278","A002958"
"2279","A021687"
"2280","A002286"
"2281","A011141"
"2282","S003063"
"2283","S003062"
"2284","S003065"
"2285","S003064"
"2286","A006522"
"2287","A003768"
"2288","A003768"
"2289","A004944"
"2290","A004944"
"2291","A004944"
"2292","A018612"
"2293","A021457"
"2294","A018220"
"2295","S008820"
"2296","A013651"
"2297","A013651B"
"2298","A027590"
"2299","A025483"
"2300","A018135"
"2301","C002687"
"2302","D031101R"
"2303","C000928"
"2304","A016159"
"2305","A016157"
"2306","A016158"
"2307","A028866"
"2308","A021510"
"2309","A004218A"
"2310","S014122"
"2311","A012342A"
"2312","A021753"
"2313","A009252"
"2314","A015698"
"2315","S008159"
"2316","S001909"
"2317","S002065"
"2318","S001867"
"2319","S001907"
"2320","S001908"
"2321","A016549"
"2322","A016291"
"2323","S001052"
"2324","A031541"
"2325","A031539"
"2326","A011366"
"2327","S006506"
"2328","A018671"
"2329","A010067"
"2330","C000857"
"2331","A012004"
"2332","S009019"
"2333","A004110"
"2334","A028480"
"2335","A005648C13"
"2336","A016486"
"2337","C005735"
"2338","A015250"
"2339","C005553"
"2340","S000402"
"2341","S000256"
"2342","S002517"
"2343","S013206"
"2344","A004215"
"2345","S000417"
"2346","S001065"
"2347","A005092"
"2348","A006430A"
"2349","A015135"
"2350","C003218"
"2351","A022405"
"2352","A021877"
"2353","A028457"
"2354","A005047"
"2355","A013370"
"2356","S006508"
"2357","C000525"
"2358","A021294"
"2359","C005412"
"2360","C001977"
"2361","A026422"
"2362","A015598"
"2363","C002239"
"2364","C001526"
"2365","A015003"
"2366","A027591"
"2367","A018997"
"2368","A020595"
"2369","A030270"
"2370","A002956"
"2371","A002956"
"2372","A002954"
"2373","A006936"
"2374","T030076"
"2375","A011792A"
"2376","A003769"
"2377","A015698"
"2378","S008113"
"2379","C002495"
"2380","A026645"
"2381","A029102"
"2382","S013622"
"2383","C002644"
"2384","S009663"
"2385","A011792A"
"2386","S014768"
"2387","A023832"
"2388","A003830"
"2389","S013697"
"2390","A029857"
"2391","A006748"
"2392","A004454"
"2393","C003049"
"2394","A002948"
"2395","A002948"
"2396","A019231"
"2397","A012426"
"2398","A004637"
"2399","A002339"
"2400","A010374"
"2401","A003802"
"2402","A014516"
"2403","C002373"
"2404","A018050"
"2405","A017759"
"2406","A018895"
"2407","A002955"
"2408","A019231"
"2409","A004568"
"2410","A013335"
"2411","C005270"
"2412","T030076"
"2413","C001366"
"2414","A002952"
"2415","A029062"
"2416","A002952"
"2417","C005268"
"2418","A004432"
"2419","A017638"
"2420","A010233"
"2421","A022598"
"2422","A008338"
"2423","A006587"
"2424","A009201"
"2425","A029063"
"2426","C002369"
"2427","A004944"
"2428","A004944"
"2429","T030180"
"2430","A022316"
"2431","A030268"
"2432","A021168"
"2433","A004562"
"2434","A011366"
"2435","A006623"
"2436","A017762"
"2437","A002953"
"2438","A002953"
"2439","C000030"
"2440","A003768"
"2441","A003768"
"2442","A024913"
"2443","A020245"
"2444","A002957"
"2445","A030416"
"2446","A002953"
"2447","A010113"
"2448","A004429"
"2449","A002953"
"2450","A002953"
"2451","A030416"
"2452","C001330"
"2453","D030168R"
"2454","A022171"
"2455","A020298"
"2456","A022169"
"2457","A008338"
"2458","A018744"
"2459","A029061"
"2460","A002948"
"2461","A021243"
"2462","A004341"
"2463","A002381"
"2464","A025858"
"2465","A028394"
"2466","D031220R"
"2467","A013371"
"2468","A009363"
"2469","A009364"
"2470","A013370"
"2471","A017374"
"2472","A015375"
"2473","A020245"
"2474","A020245"
"2475","A009367"
"2476","A015375"
"2477","A005155"
"2478","A015764"
"2479","A014445"
"2480","A021542"
"2481","A004635"
"2482","A006712"
"2483","A005153A"
"2484","A005209B"
"2485","S009687"
"2486","D031069RA"
"2487","A002948"
"2488","A020421"
"2489","A003768"
"2490","A003768"
"2491","C001365"
"2492","A017758"
"2493","C001368"
"2494","C005341"
"2495","C005058"
"2496","S015341"
"2497","C001262"
"2498","S009500"
"2499","A022219"
"2500","C005526"
"2501","A021270"
"2502","A014992"
"2503","C000832"
"2504","A025480"
"2505","C000217"
"2506","S002067"
"2507","A021017"
"2508","A015857"
"2509","A002955"
"2510","T030076"
"2511","A002953"
"2512","A002953"
"2513","A004452"
"2514","A009714"
"2515","A022170"
"2516","C002466"
"2517","A022443"
"2518","A013656"
"2519","A005193"
"2520","S003109"
"2521","A004520"
"2522","A027621"
"2523","A011238"
"2524","A017177"
"2525","A010673"
"2526","A008338"
"2527","A013165"
"2528","A006587"
"2529","A002956"
"2530","A002956"
"2531","C005265"
"2532","A018208"
"2533","A017757"
"2534","A019231"
"2535","A016448"
"2536","S000650"
"2537","C001618"
"2538","A009182"
"2539","A030270"
"2540","A029066"
"2541","A004943"
"2542","A004943"
"2543","A004943"
"2544","A018322"
"2545","A030416"
"2546","A017652"
"2547","A016175"
"2548","A013897"
"2549","C001100"
"2550","A016707"
